ID,Class,category,x1,x2
PTC1031,9,Polyesters,3.5084918,19.900091
PTC4094,7,Polyethers,7.2044163,3.6236043
PTC3373,14,Polyanhydrides,9.514273,13.251513
PTC2501,8,Polysulfides,18.02835,12.675519
PTC4398,10,Polyamides,5.953563,18.928358
PTC1477,12,Polyureas,16.014215,-2.7421556
PTC1429,11,Polyurethanes,14.59131,16.317808
PTC4368,11,Polyurethanes,6.432424,16.031801
PTC0527,14,Polyanhydrides,4.8628078,5.605648
PTC4458,13,Polyimides,4.3980966,8.414003
PTC4356,10,Polyamides,22.889717,9.845957
PTC0431,7,Polyethers,8.7119255,10.0440445
PTC2122,7,Polyethers,8.808241,10.046603
PTC1184,10,Polyamides,23.51409,0.42154732
PTC0653,7,Polyethers,5.846024,11.610426
PTC1030,9,Polyesters,11.226499,11.535394
PTC0031,1,Polyolefins,4.588756,10.852002
PTC4263,17,Polyketones,7.0360575,9.713061
PTC3750,19,Polyphenylenes,9.192052,4.803472
PTC0033,1,Polyolefins,4.711624,11.230083
PTC1671,16,Polyimines,0.5779034,9.046354
PTC0113,9,Polyesters,6.812514,12.2519245
PTC4205,14,Polyanhydrides,6.72425,10.392134
PTC0043,1,Polyolefins,4.4958906,11.143694
PTC0018,4,Polyacrylics,2.3248065,12.796031
PTC2936,10,Polyamides,6.576633,12.100363
PTC1137,10,Polyamides,-6.294959,12.845869
PTC3044,10,Polyamides,7.462228,12.279225
PTC3425,15,Polycarbonates,10.851708,7.4405107
PTC3381,14,Polyanhydrides,4.850413,9.051947
PTC1016,9,Polyesters,11.9942255,10.838357
PTC1856,3,Polyvinyls,6.090221,8.603506
PTC1155,10,Polyamides,-5.8529353,-4.2742877
PTC1831,3,Polyvinyls,5.1244926,10.324229
PTC1334,10,Polyamides,22.882793,9.860865
PTC3138,11,Polyurethanes,-4.8105125,11.382865
PTC0949,9,Polyesters,7.0090327,10.0426855
PTC3688,18,Polysulfones,9.060603,-0.15969099
PTC0515,14,Polyanhydrides,4.8712525,5.5939894
PTC1217,10,Polyamides,-5.853214,-4.274402
PTC1589,14,Polyanhydrides,2.7654276,21.136776
PTC1885,4,Polyacrylics,3.4884205,12.715414
PTC4322,9,Polyesters,2.4625766,-9.991489
PTC2407,9,Polyesters,8.988864,-8.488663
PTC4459,13,Polyimides,4.396361,8.404278
PTC2862,10,Polyamides,15.915878,-2.645437
PTC4509,9,Polyesters,11.99663,7.0885715
PTC0798,9,Polyesters,5.645114,20.608952
PTC4278,14,Polyanhydrides,7.275865,6.4213243
PTC1015,9,Polyesters,12.532499,10.326137
PTC3414,15,Polycarbonates,9.219427,12.459723
PTC0640,9,Polyesters,19.912863,4.4620295
PTC1170,10,Polyamides,-7.4894896,6.0563493
PTC2293,7,Polyethers,6.4864697,9.459895
PTC0392,6,Polydienes,4.729198,10.540043
PTC4031,3,Polyvinyls,6.572781,9.6628895
PTC0905,9,Polyesters,11.361229,12.580394
PTC2652,9,Polyesters,18.392395,8.571727
PTC0863,9,Polyesters,3.0172734,1.49034
PTC0434,7,Polyethers,-6.355719,1.2188394
PTC0721,8,Polysulfides,9.197111,17.590897
PTC0972,9,Polyesters,3.1378202,1.5986124
PTC0950,9,Polyesters,6.7906165,11.995089
PTC1461,11,Polyurethanes,13.827342,15.795094
PTC1986,9,Polyesters,22.679094,0.8658917
PTC1305,10,Polyamides,6.271663,13.372382
PTC0983,9,Polyesters,-4.4552984,-0.90611655
PTC4352,10,Polyamides,22.841429,9.901742
PTC1256,10,Polyamides,6.715329,12.807643
PTC1901,4,Polyacrylics,2.9878433,11.86994
PTC4259,17,Polyketones,6.937635,9.657917
PTC2642,9,Polyesters,7.4627557,13.126583
PTC3720,19,Polyphenylenes,7.1181755,5.720551
PTC1124,10,Polyamides,4.48039,17.106611
PTC1116,10,Polyamides,-6.294269,12.844787
PTC0261,3,Polyvinyls,7.5842457,-2.0128777
PTC1100,10,Polyamides,23.40085,0.4757729
PTC0772,9,Polyesters,8.989354,-8.488821
PTC3701,19,Polyphenylenes,12.633693,9.443377
PTC0742,11,Polyurethanes,19.032839,13.602707
PTC0036,1,Polyolefins,4.3091593,11.631921
PTC2002,7,Polyethers,7.1168704,9.571548
PTC1359,10,Polyamides,22.88147,9.862164
PTC1160,10,Polyamides,7.0292115,13.853611
PTC3378,14,Polyanhydrides,4.9561296,8.961571
PTC3903,17,Polyketones,6.873616,10.560706
PTC0755,10,Polyamides,3.366353,-5.982731
PTC1168,10,Polyamides,7.657855,11.529066
PTC2349,15,Polycarbonates,7.189541,18.572245
PTC1238,10,Polyamides,-0.9541676,0.27182597
PTC1223,10,Polyamides,11.146672,-9.7071905
PTC1809,3,Polyvinyls,4.073359,10.995545
PTC1402,11,Polyurethanes,-4.873061,11.430699
PTC3043,10,Polyamides,2.500796,7.907083
PTC1470,12,Polyureas,15.95872,-2.6907017
PTC1484,12,Polyureas,16.01981,-2.75207
PTC3201,13,Polyimides,-3.946395,9.673665
PTC1340,10,Polyamides,22.898302,9.845146
PTC4053,13,Polyimides,8.576431,1.4254882
PTC0388,6,Polydienes,4.9732027,10.419532
PTC0984,9,Polyesters,15.570754,15.779224
PTC0134,17,Polyketones,6.938076,10.546463
PTC1108,10,Polyamides,4.3892994,18.062319
PTC1491,13,Polyimides,5.9389014,9.492487
PTC1167,10,Polyamides,-3.1959279,17.317837
PTC4192,19,Polyphenylenes,7.6174407,6.044649
PTC1311,10,Polyamides,13.658451,12.295726
PTC1450,11,Polyurethanes,6.824019,16.218157
PTC1066,9,Polyesters,-4.2308884,3.6166322
PTC4071,13,Polyimides,-1.916671,8.011847
PTC1009,9,Polyesters,12.778392,3.564076
PTC4250,17,Polyketones,7.0865507,9.60555
PTC1383,11,Polyurethanes,8.434162,19.866327
PTC1934,5,Polyhalo-olefins,4.22828,11.126871
PTC4168,10,Polyamides,6.1282783,3.1767912
PTC2881,10,Polyamides,7.027442,10.52279
PTC4260,17,Polyketones,6.9720645,9.656272
PTC1003,9,Polyesters,12.7716675,3.5686276
PTC1129,10,Polyamides,4.3409266,18.095148
PTC1128,10,Polyamides,3.9140816,4.7072263
PTC0585,9,Polyesters,9.991437,11.677259
PTC0852,9,Polyesters,7.297156,12.9674835
PTC2669,9,Polyesters,12.797353,3.5599415
PTC1458,11,Polyurethanes,10.508295,7.137007
PTC0429,7,Polyethers,8.443617,10.04375
PTC2270,9,Polyesters,9.820615,12.704698
PTC2698,9,Polyesters,9.677095,12.820781
PTC2435,8,Polysulfides,10.170992,5.071903
PTC1322,10,Polyamides,6.1402035,13.467771
PTC3190,13,Polyimides,-2.6704504,6.69201
PTC2648,9,Polyesters,2.4645064,-9.986897
PTC0453,7,Polyethers,10.108099,19.145643
PTC1338,10,Polyamides,22.88119,9.861942
PTC1221,10,Polyamides,13.233391,-1.3520187
PTC3935,10,Polyamides,6.8059793,10.507795
PTC1275,10,Polyamides,7.5051975,27.04407
PTC1494,13,Polyimides,12.715091,18.54365
PTC3646,17,Polyketones,6.6539884,3.3322856
PTC1675,16,Polyimines,6.0948925,9.967407
PTC3261,13,Polyimides,0.08025189,4.0142174
PTC1639,15,Polycarbonates,9.439925,12.967324
PTC0960,9,Polyesters,3.5014195,19.892979
PTC1336,10,Polyamides,22.907753,9.835619
PTC1632,15,Polycarbonates,9.422411,13.021532
PTC1021,9,Polyesters,12.414852,10.453731
PTC0835,9,Polyesters,10.554349,13.741225
PTC2647,9,Polyesters,7.5226235,13.1877365
PTC1578,14,Polyanhydrides,2.8513813,21.047152
PTC0092,7,Polyethers,13.886109,0.9128192
PTC0982,9,Polyesters,17.730604,2.0363667
PTC0986,9,Polyesters,8.502666,14.982185
PTC1467,12,Polyureas,15.956404,-2.6883912
PTC2908,10,Polyamides,3.9870753,4.925697
PTC3774,4,Polyacrylics,14.2149315,11.875527
PTC3753,19,Polyphenylenes,7.5449324,5.881682
PTC3706,19,Polyphenylenes,12.624925,9.441888
PTC1164,10,Polyamides,-3.1511855,17.293617
PTC0450,7,Polyethers,10.1086,19.145151
PTC2602,8,Polysulfides,7.4575596,5.6782384
PTC2990,10,Polyamides,-7.489643,6.0560026
PTC0480,10,Polyamides,17.20251,4.874211
PTC0200,1,Polyolefins,4.5709186,11.289255
PTC0155,3,Polyvinyls,3.2060332,12.170524
PTC0732,9,Polyesters,3.519725,19.901787
PTC0843,9,Polyesters,13.111629,22.62932
PTC1374,11,Polyurethanes,13.875056,16.154634
PTC1199,10,Polyamides,23.410152,0.30839458
PTC0470,9,Polyesters,-0.27172455,24.457119
PTC1947,6,Polydienes,6.360661,8.897397
PTC3291,13,Polyimides,-2.7377567,1.661853
PTC3301,13,Polyimides,4.2807913,8.515224
PTC0136,18,Polysulfones,8.888508,2.1153848
PTC1392,11,Polyurethanes,14.63635,16.354567
PTC2672,9,Polyesters,11.039601,10.66307
PTC3924,12,Polyureas,1.5765015,14.79629
PTC1077,9,Polyesters,11.138337,7.9886656
PTC3379,14,Polyanhydrides,4.6035957,9.088661
PTC2107,7,Polyethers,8.732956,10.042958
PTC3322,13,Polyimides,-2.5827982,1.3321972
PTC4350,10,Polyamides,22.883522,9.859836
PTC0055,10,Polyamides,23.418558,0.31279656
PTC4434,9,Polyesters,18.276493,5.5761156
PTC3100,11,Polyurethanes,9.033065,12.272388
PTC2240,10,Polyamides,5.9672923,18.963352
PTC2596,9,Polyesters,8.989585,-8.488903
PTC0592,11,Polyurethanes,13.646563,16.265938
